date,margin_buy_intensity,margin_crowding_reversal,margin_momentum,margin_plus_reversal,margin_reversal,price_momentum_cs,price_reversal_cs,short_squeeze
2016-02-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016-02-29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016-03-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016-03-02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016-03-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016-03-04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016-03-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016-03-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016-03-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016-03-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016-03-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016-03-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016-03-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016-03-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016-03-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016-03-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016-03-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016-03-22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016-03-23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016-03-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016-03-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016-03-28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016-03-29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016-03-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016-03-31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016-04-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016-04-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016-04-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016-04-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016-04-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016-04-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016-04-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016-04-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016-04-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016-04-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016-04-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016-04-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016-04-20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016-04-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016-04-22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016-04-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016-04-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016-04-27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016-04-28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016-04-29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016-05-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016-05-04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016-05-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016-05-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016-05-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016-05-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016-05-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016-05-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016-05-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016-05-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016-05-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016-05-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016-05-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016-05-20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016-05-23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016-05-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016-05-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016-05-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016-05-27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016-05-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016-05-31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016-06-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016-06-02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016-06-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016-06-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016-06-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016-06-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016-06-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016-06-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016-06-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016-06-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016-06-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016-06-20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016-06-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016-06-22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016-06-23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016-06-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016-06-27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016-06-28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016-06-29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016-06-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016-07-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016-07-04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016-07-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016-07-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016-07-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016-07-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016-07-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016-07-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016-07-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016-07-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016-07-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016-07-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016-07-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016-07-20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016-07-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016-07-22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016-07-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016-07-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016-07-27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016-07-28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016-07-29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016-08-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016-08-02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016-08-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016-08-04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016-08-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016-08-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016-08-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016-08-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016-08-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016-08-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016-08-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016-08-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016-08-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016-08-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016-08-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016-08-22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016-08-23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016-08-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016-08-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016-08-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016-08-29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016-08-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016-08-31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016-09-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016-09-02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016-09-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016-09-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016-09-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016-09-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016-09-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016-09-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016-09-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016-09-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016-09-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016-09-20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016-09-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016-09-22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016-09-23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016-09-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016-09-27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016-09-28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016-09-29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016-09-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016-10-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016-10-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016-10-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016-10-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016-10-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016-10-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016-10-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016-10-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016-10-20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016-10-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016-10-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016-10-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016-10-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016-10-27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016-10-28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016-10-31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016-11-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016-11-02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016-11-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016-11-04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016-11-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016-11-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016-11-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016-11-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016-11-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016-11-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016-11-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016-11-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016-11-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016-11-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016-11-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016-11-22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016-11-23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016-11-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016-11-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016-11-28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016-11-29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016-11-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016-12-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016-12-02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016-12-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016-12-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016-12-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016-12-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016-12-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016-12-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016-12-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016-12-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016-12-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016-12-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016-12-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016-12-20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016-12-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016-12-22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016-12-23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016-12-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016-12-27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016-12-28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016-12-29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016-12-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017-01-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017-01-04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017-01-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017-01-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017-01-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017-01-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017-01-11,-0.003811804207429721,-0.0020742446973094743,-0.0029902006083700077,-0.0033837104654958206,-0.004081068228173507,-0.00857187836707224,-0.004562787459415815,-0.002790794138882594
2017-01-12,-0.005604064350919512,-0.004151217428242548,-0.005820150995618445,-0.007441905910573023,-0.007053138322773458,-0.0035266468852961936,-0.005503419371152462,-0.007084609570956369
2017-01-13,-0.0018693436513577604,-0.0010585602474564007,-0.0006696647566204338,0.0015365480443856048,-0.002315689682307896,-0.004629574767086676,-0.004883748532107923,-0.00015173635483708053
2017-01-16,-0.003998490376556261,8.018417868964434e-05,-0.0006922700584857892,0.0023340536493639367,-0.003388013765761923,-0.0067517665262230315,-0.009047372310561961,6.0351550782533526e-05
2017-01-17,0.0034545011190497774,0.00013411068743601155,0.0006835876514910607,-0.0007979283335670273,0.001955911787112409,0.002889970432913884,0.002766177040229399,0.0014027689942192453
2017-01-18,-0.0017819948638572694,0.0030527387463550265,0.003722320111967151,0.0016314846460521659,0.0026138132135173032,0.0012308397147326277,-0.004229214515437756,0.0009938231343113954
2017-01-19,-0.0022412594243996498,-0.004783488186365906,-0.0028601894823782415,-0.0023126166222563263,-0.0027712639133087424,-0.0045850463413925355,-0.0033360794992722807,-0.0021964452723102004
2017-01-20,0.007889867789625634,0.005201614415033324,0.006048143528044111,0.006411904170375674,0.007421614693655283,0.0073183406576224075,0.011641280035867162,0.0047231806825054875
2017-01-23,0.003829175987976862,0.0008535043462317033,0.003495281503214115,0.004879578701022545,0.0023370509078578846,0.0031214732230286837,0.0067914489505381615,0.0033272758490250176
2017-01-24,-0.0003611098209066277,0.0006452031966838566,0.004033964504844945,0.002929930245661511,0.0014557515174677704,-8.525973756305255e-05,-0.0033349762386794698,0.0032994378595632666
2017-01-25,0.0025157666904714994,0.003485528640648263,0.003842918155886265,0.002745147615151497,0.005381118331789528,0.005195390372376086,0.002326176922736041,0.0022196687096617965
2017-01-26,0.0018617310509084772,0.0007279501441442244,0.0022068493531316098,0.0024897880586968206,0.0014182234589244203,0.001012118374278913,0.005210606462378807,0.001923513342239206
2017-02-03,-0.0020481088608379013,-0.005679187439082286,-0.003968178653198475,-0.0013878072469062275,-0.004542698819294939,-0.004222055673410784,-0.004517084678274508,-0.004141997699244647
2017-02-06,0.005406326283359059,0.0025400407185246954,0.0032848455365223394,0.0034330208623075094,0.003425522060321452,0.0028372452927036386,0.006168194294808125,0.0035131835563043915
2017-02-07,-0.002445757258653754,-0.0006966907608053771,-0.0014270268882347944,-0.003205381309194864,-0.0028190269156122363,-0.0010882693825527928,-0.0019794985892468003,-0.0021757627999061785
2017-02-08,0.0021006748886022338,0.0008444966817895656,0.002798730410198713,0.003204226194363685,0.003924581955890191,0.0014439954400925863,0.005971589553774682,0.003454526384372576
2017-02-09,0.008265062320265852,0.003341751109066317,0.003932258969052579,0.004453467140518815,0.0025834803230915964,0.007816418745960077,0.005024092064469356,0.0043299928176123
2017-02-10,0.0002038847026124361,0.0019004291369253304,0.0010941897034765847,0.00014255210292757087,0.005153638511962582,0.0003532902406268436,-0.0013224084756737779,0.0021236679239373026
2017-02-13,0.004544444851681025,0.0029413893772755983,0.005855339277449201,0.002584664903904412,0.007636844563645602,0.006485420833704459,0.0034263712660041585,0.004519419333750716
2017-02-14,-0.001132224713961971,0.0006768592105109759,0.0027598627195075387,-0.0005121705185346341,0.0034389428520602895,0.004686608595732171,0.0038319683466592072,2.0589617914950532e-05
2017-02-15,-0.008616221132449453,-0.002766069215076844,-0.0070653655966668345,-0.006275706160277932,-0.006623811799159841,-0.010633901088153085,-0.005345535545444474,-0.006485419589469528
2017-02-16,0.004415663669596261,0.0026565666818368066,0.006398250454644322,0.002880514171034034,0.004854224716777756,0.004830680759328078,0.0002234757884091415,0.00524031117336892
2017-02-17,-0.0009035745975964968,-0.003081184413550946,-0.004540884407549653,0.00018231580231846436,-0.006126773975415954,-0.0021408247033127548,-0.0024668722206418804,-0.003285816697798801
2017-02-20,0.008366794923888884,0.012342998300261955,0.012349493049582652,0.005601124735057587,0.016617089894122014,0.015065354421409929,0.00448096955514043,0.011906896256029992
2017-02-21,0.006637327133680601,0.004617144967151129,0.004675592416969668,0.005617118093626942,0.004670516946369601,0.00524666185965835,0.006851261588179162,0.004935488533797924
2017-02-22,0.005066465969173432,0.003510061171399339,0.003722219643211914,0.0030252070007547537,0.005592179968962603,0.005705285557072756,0.004807521385132813,0.003948653582609631
2017-02-23,-0.0031181658309677213,-0.0019387963910880805,-0.0028959171139530376,-0.0018056191590656416,-0.0007015654793339278,-0.003447099307130193,0.0020971398607516883,-0.0027229051191099696
2017-02-24,0.004561529202515576,-0.001387984596972839,-0.0003998975950045243,0.0009834877585481873,-0.0015437424790051809,-0.006389073862384003,0.004690408169105224,-0.0009455541292893914
2017-02-27,-0.007408659996576845,-0.001339852060753892,-0.004115122906559364,-0.004903370458197572,-0.00435917865945277,-0.005588370677194019,-0.007968629034684514,-0.00596511972949972
2017-02-28,0.007244816597404804,0.00032100939074544395,0.00731408179846646,0.005114261697399416,0.004207803572712643,0.008273759508882296,0.002930450846295008,0.0056358727295013405
2017-03-01,0.000925006656701754,0.0031740038007501323,0.0015432695510535109,0.001367762507823817,0.0024042595319189466,0.0010540402305587331,0.001612369109584156,0.0029755095033590713
2017-03-02,-0.0045994019427772394,-0.00044967576691827364,-0.0009125070827711502,-0.005925127712093028,-0.0036237696569486094,-0.0013035856811828101,-0.0033514464543364076,-0.005838313120225482
2017-03-03,0.004228359283616479,-0.0009367357924072066,0.002343205174604981,0.0036819674226279634,0.003666509118478647,0.002415231252253514,0.007035553341287836,-0.0005108889124679335
2017-03-06,0.008179932763624422,0.003680041591423635,0.006506779088061207,0.005759898040679137,0.011257679464542572,0.005461054763361572,0.006077285334734182,0.012764828066687415
2017-03-07,0.0005271733461016189,0.0014403880820373488,-0.0008603331733674129,0.0010139606439373415,0.001440597395161544,0.0003393845874745385,0.005274655604163494,2.309319449767529e-05
2017-03-08,-0.0031353747953465597,0.0005384555518660089,-0.005326275508985065,-0.0017566542098095242,-0.00490950205659458,-0.003987679631755992,-0.004503305521948522,-0.003927751310186521
2017-03-09,-0.0009779562923685281,-0.004087174517837768,-0.0031049698562181163,-0.0030024872163532715,-0.007144622569243473,-0.0035109835263038114,-0.004785340195138448,-0.006999659392077507
2017-03-10,-0.0038051011773721976,0.00021506112241961495,-0.0006024076418353184,-0.001756611059351722,-0.0006121340437205973,0.00392139922565107,-0.0012858895950139228,0.0005616749876955429
2017-03-13,0.006370461502565145,0.00492926015275321,0.006819203234015059,0.006700990503368193,0.009381385782399559,0.005264612826267922,0.0045374464722595965,0.00959452580970787
2017-03-14,-0.004375709218543282,-0.0033511643217714205,-0.003139213613932974,0.0012922248419471277,-0.0059130632107964095,-0.0035260675259727752,-0.002607074714686683,-0.0014115052213696968
2017-03-15,-0.00637965673626775,-0.0027825371348535366,-0.002104650890910128,-0.0032136936216801636,0.001062709380012375,-0.0013040369921070356,-0.0009262739711470703,-0.0029312421638883293
2017-03-16,0.007435987167210636,0.004535700280169796,0.007149731177428271,0.002333330079738489,0.003352088971343575,0.008702248760429174,0.005583327049933896,0.005566289882951268
2017-03-17,-0.010883124386421191,-0.007556333610930456,-0.01119317877174259,-0.008223114940734612,-0.007791763516072371,-0.008160251750207109,-0.007452409794391327,-0.009359056261060112
2017-03-20,0.005078060769797778,0.002699539418565926,0.002089570917533686,0.0038524587553951644,0.004234711024053196,0.0010902656083621827,0.004001226528690518,0.003215143013842601
2017-03-21,-0.00019406081724951423,0.0008580900127973814,0.009364633975991125,0.006807147813879317,-0.00030287674744481166,0.0028603154015374712,0.002542484129143917,0.004874691548526667
2017-03-22,-0.0016206103037689143,0.011118264116912876,0.008619626169930814,0.0016852821481981083,-0.0029068647027313036,0.0004104948096250863,-0.0055004119436838726,0.0001910020691798302
2017-03-23,0.0009784414976460735,0.0052848580358862115,0.005086969859327519,0.002131076841024729,0.0014896513703458736,0.0043689225760311125,-0.0004345538580279313,0.0016486658282644459
